"Desc","Link","Make","Model","Year","Engine.Cap","Transm","Mileage","Color","Car.Type","Updated","Price"
"2014 Perodua Alza 1.5 Advance Wagon","/used-cars/2545853/2014-perodua-alza-1-5-advance-wagon.html","Perodua","Alza","2014","1495cc","Automatic",27500,"White","UsedCar",2015-12-10,56000
"2012 - Perodua Myvi (A) 1.5 ","/used-cars/2518581/2012-perodua-myvi-a-1-5-.html","Perodua","Myvi","2012","-","Automatic",30000,"White","UsedCar",2015-12-10,42800
"2010 - Perodua Myvi (A) 1.3 ","/used-cars/2518578/2010-perodua-myvi-a-1-3-.html","Perodua","Myvi","2010","-","Automatic",50000,"White","UsedCar",2015-12-10,33800
"2010 - Perodua Myvi (A) 1.3 ","/used-cars/2518436/2010-perodua-myvi-a-1-3-.html","Perodua","Myvi","2010","-","Automatic",50000,"White","UsedCar",2015-12-10,31800
"2010 - Perodua Myvi (A) 1.3 ","/used-cars/2518407/2010-perodua-myvi-a-1-3-.html","Perodua","Myvi","2010","-","Automatic",50000,"Silver","UsedCar",2015-12-10,33800
"2011 - Perodua Myvi (A) 1.3 ","/used-cars/2518405/2011-perodua-myvi-a-1-3-.html","Perodua","Myvi","2011","-","Automatic",40000,"Blue","UsedCar",2015-12-10,34800
"2009 - Perodua Myvi (A) 1.3 ","/used-cars/2518427/2009-perodua-myvi-a-1-3-.html","Perodua","Myvi","2009","-","Automatic",60000,"White","UsedCar",2015-12-10,29800
"2009 - Perodua Myvi (A) 1.3 ","/used-cars/2518433/2009-perodua-myvi-a-1-3-.html","Perodua","Myvi","2009","-","Automatic",60000,"Gold","UsedCar",2015-12-10,26800
"2012 - Perodua Myvi (A) 1.3 ","/used-cars/2518434/2012-perodua-myvi-a-1-3-.html","Perodua","Myvi","2012","-","Automatic",30000,"Purple","UsedCar",2015-12-10,33800
"2005 Perodua Kenari 1.0 ( A ) AeroSport Hatchback","/used-cars/2558492/2005-perodua-kenari-1-0-a-aerosport-hatchback.html","Perodua","Kenari","2005","989cc","Automatic",67500,"Others","UsedCar",2015-10-30,16900
"2009 - Perodua Viva (A) 1.0 EZ","/used-cars/2481345/2009-perodua-viva-a-1-0-ez.html","Perodua","Viva","2009","-","Automatic",60000,"Others","UsedCar",2015-11-17,16800
"2008 - Perodua Myvi (A) 1.3 EZi ","/used-cars/2481387/2008-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2008","-","Automatic",70000,"Others","UsedCar",2015-11-17,23700
"2006 - Perodua Myvi (A) 1.3 Ezi ","/used-cars/2481420/2006-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2006","-","Automatic",90000,"Others","UsedCar",2015-11-17,24800
"2001 - Perodua Kenari (M) 1.0 GX","/used-cars/2481392/2001-perodua-kenari-m-1-0-gx.html","Perodua","Kenari","2001","-","Manual",140000,"Others","UsedCar",2015-09-14,8800
"2004 - Perodua Kenari (A) 1.0 EZ","/used-cars/2481361/2004-perodua-kenari-a-1-0-ez.html","Perodua","Kenari","2004","-","Automatic",110000,"Others","UsedCar",2015-11-17,13800
"1995 - Perodua Kancil 660 (A)","/used-cars/2627676/1995-perodua-kancil-660-a-.html","Perodua","Kancil","1995","-","Automatic",162404,"Others","UsedCar",2015-12-07,4599
"2004 - Perodua Kenari 1.0 (M) ","/used-cars/2627683/2004-perodua-kenari-1-0-m-.html","Perodua","Kenari","2004","-","Manual",122291,"Silver","UsedCar",2015-12-07,14800
"2006 - Perodua Myvi 1.3 ","/used-cars/2627712/2006-perodua-myvi-1-3-.html","Perodua","Myvi","2006","-","Automatic",204996,"Silver","UsedCar",2015-12-07,21800
"2010 - Perodua Myvi 1.3 (A)","/used-cars/2627715/2010-perodua-myvi-1-3-a-.html","Perodua","Myvi","2010","-","Automatic",111894,"White","UsedCar",2015-12-07,24800
"2007 - Perodua Kenari 1.0 (M)","/used-cars/2627729/2007-perodua-kenari-1-0-m-.html","Perodua","Kenari","2007","-","Manual",100679,"Others","UsedCar",2015-12-07,14800
"2013 Perodua Viva EZ for Sale","/used-cars/2633195/2013-perodua-viva-ez-for-sale.html","Perodua","Viva","2013","989cc","Automatic",12500,"Blue","UsedCar",2015-12-10,24000
"2004 - Perodua Kelisa (A) 1.0 ","/used-cars/2441017/2004-perodua-kelisa-a-1-0-.html","Perodua","Kelisa","2004","-","Automatic",110000,"Others","UsedCar",2015-12-10,13500
"2010 - Perodua Alza (A) 1.5 ","/used-cars/2441014/2010-perodua-alza-a-1-5-.html","Perodua","Alza","2010","-","Automatic",50000,"Others","UsedCar",2015-12-10,37700
"2005 - Perodua Kelisa (M) 850.0 ","/used-cars/2441011/2005-perodua-kelisa-m-850-0-.html","Perodua","Kelisa","2005","-","Manual",100000,"Others","UsedCar",2015-12-10,14500
"2004 - Perodua Kenari (A) 1.0 ","/used-cars/2441001/2004-perodua-kenari-a-1-0-.html","Perodua","Kenari","2004","-","Automatic",110000,"Others","UsedCar",2015-12-10,12500
"2004 Perodua Kelisa","/used-cars/2373095/2004-perodua-kelisa.html","Perodua","Kelisa","2004","-","Automatic",107500,"Silver","UsedCar",2015-12-10,16500
"2010 Perodua Myvi","/used-cars/2365177/2010-perodua-myvi.html","Perodua","Myvi","2010","-","Automatic",82500,"White","UsedCar",2015-12-10,24600
"2005 Perodua Kenari 989 GX Hatchback","/used-cars/2154092/2005-perodua-kenari-989-gx-hatchback.html","Perodua","Kenari","2005","989cc","Manual",102500,"Red","UsedCar",2015-12-10,13300
"2003 Perodua Kelisa 989 GXL Hatchback","/used-cars/2632293/2003-perodua-kelisa-989-gxl-hatchback.html","Perodua","Kelisa","2003","989cc","Manual",102500,"Silver","UsedCar",2015-12-10,11800
"2011 Perodua Myvi M600 1.5 SE Hatchback in Excellent Condition Accident-Free Complete Service Record","/used-cars/2632269/2011-perodua-myvi-m600-1-5-se-hatchback-in-excellent-condition-accident-free-complete-service-record.html","Perodua","Myvi","2011","1495cc","Automatic",77500,"Black","UsedCar",2015-12-10,34000
"2008 - Perodua Kenari 1.0 Aerosport (A)","/used-cars/2632492/2008-perodua-kenari-1-0-aerosport-a-.html","Perodua","Kenari","2008","-","Automatic",113647,"White","UsedCar",2015-12-10,25800
"2005 Perodua Kelisa 989 (A) SE Hatchback","/used-cars/2632238/2005-perodua-kelisa-989-a-se-hatchback.html","Perodua","Kelisa","2005","989cc","Automatic",197500,"Orange","UsedCar",2015-12-10,16500
"2002 - Perodua Kancil 850","/used-cars/2478303/2002-perodua-kancil-850.html","Perodua","Kancil","2002","-","Manual",130000,"White","UsedCar",2015-11-17,7500
"2000 - Perodua Kenari 1.0","/used-cars/2478315/2000-perodua-kenari-1-0.html","Perodua","Kenari","2000","-","Automatic",150000,"Others","UsedCar",2015-11-17,8888
"2005 - Perodua Kelisa 1.0","/used-cars/2478263/2005-perodua-kelisa-1-0.html","Perodua","Kelisa","2005","-","Automatic",100000,"Silver","UsedCar",2015-11-17,18800
"2005 - Perodua Kancil 1.0 REG 2006","/used-cars/2478261/2005-perodua-kancil-1-0-reg-2006.html","Perodua","Kancil","2005","-","Automatic",100000,"Silver","UsedCar",2015-11-17,12800
"2003 - Perodua Kenari 1.0","/used-cars/2478253/2003-perodua-kenari-1-0.html","Perodua","Kenari","2003","-","Manual",120000,"Silver","UsedCar",2015-11-17,12800
"2002 Perodua Kancil","/used-cars/2403442/2002-perodua-kancil.html","Perodua","Kancil","2002","-","Manual",157500,"Silver","UsedCar",2015-07-30,3000
"2015 Perodua Axia 998 G Hatchback","/used-cars/2618741/2015-perodua-axia-998-g-hatchback.html","Perodua","Axia","2015","998cc","Automatic",12500,"Green","UsedCar",2015-12-02,29000
"6 Months Old  2014 Perodua AXIA 1000G (AUTO) ","/used-cars/2283364/6-months-old-2014-perodua-axia-1000g-auto-.html","Perodua","Axia","2014","-","Automatic",1500,"White","UsedCar",2015-05-19,30000
"2008 Perodua Viva 847 EX Hatchback","/used-cars/2631088/2008-perodua-viva-847-ex-hatchback.html","Perodua","Viva","2008","847cc","Manual",112500,"Green","UsedCar",2015-12-09,12500
"2009 Perodua Viva 659 EX (M)","/used-cars/2631056/2009-perodua-viva-659-ex-m-.html","Perodua","Viva","2009","659cc","Manual",52500,"Blue","UsedCar",2015-12-09,21000
"2007 - Perodua Viva (A) 1.0 EZ","/used-cars/2451229/2007-perodua-viva-a-1-0-ez.html","Perodua","Viva","2007","-","Automatic",80000,"Others","UsedCar",2015-11-17,18000
"2008 Perodua Myvi M300 1.3 EZ Hatchback","/used-cars/2602150/2008-perodua-myvi-m300-1-3-ez-hatchback.html","Perodua","Myvi","2008","1298cc","Automatic",152500,"Grey","UsedCar",2015-12-09,19500
"2012 Perodua Myvi M600 1.5 SE Hatchback","/used-cars/2630479/2012-perodua-myvi-m600-1-5-se-hatchback.html","Perodua","Myvi","2012","1495cc","Automatic",52500,"Purple","UsedCar",2015-12-09,37800
"Perodua Myvi 1.3 Ez (A) 2010","/used-cars/2005955/perodua-myvi-1-3-ez-a-2010.html","Perodua","Myvi","2010","1298cc","Automatic",82500,"White","UsedCar",2015-09-09,28800
"2008 - Perodua Viva 1.0 (M)","/used-cars/2627505/2008-perodua-viva-1-0-m-.html","Perodua","Viva","2008","-","Manual",186992,"Silver","UsedCar",2015-12-07,13800
"2010 - Perodua Myvi 1.3 SE (A)","/used-cars/2627499/2010-perodua-myvi-1-3-se-a-.html","Perodua","Myvi","2010","-","Automatic",117032,"Silver","UsedCar",2015-12-07,28000
"1997 Perodua Kancil L200 847 850 Hatchback","/used-cars/2536341/1997-perodua-kancil-l200-847-850-hatchback.html","Perodua","Kancil","1997","847cc","Manual",192500,"Red","UsedCar",2015-10-16,3700
"2001 Perodua Kancil URGENT SALE (Due to migration)","/used-cars/2315888/2001-perodua-kancil-urgent-sale-due-to-migration-.html","Perodua","Kancil","2001","-","Manual",242500,"Silver","UsedCar",2015-06-08,3500
"Perodua Kancil L2s Turbo Manual","/used-cars/2371618/perodua-kancil-l2s-turbo-manual.html","Perodua","Kancil","1995","-","Manual",127500,"White","UsedCar",2015-07-07,3500
"2008 Perodua Viva EZi 1.0(A) Good condition.","/used-cars/2628151/2008-perodua-viva-ezi-1-0-a-good-condition-.html","Perodua","Viva","2008","989cc","Automatic",142500,"White","UsedCar",2015-12-08,12900
"2011 Perodua Myvi 1.5 SE Hatchback","/used-cars/2403356/2011-perodua-myvi-1-5-se-hatchback.html","Perodua","Myvi","2011","1495cc","Automatic",82500,"Purple","UsedCar",2015-07-30,18000
"2014 Perodua Viva 989 S Hatchback","/used-cars/2629039/2014-perodua-viva-989-s-hatchback.html","Perodua","Viva","2014","989cc","Automatic",12500,"White","UsedCar",2015-12-08,26000
"2013 Perodua Myvi M600 1.3 SE Hatchback","/used-cars/2628930/2013-perodua-myvi-m600-1-3-se-hatchback.html","Perodua","Myvi","2013","1298cc","Automatic",52500,"White","UsedCar",2015-12-08,34000
"2009 - Perodua Kenari Aero 1.0 (A)","/used-cars/2628896/2009-perodua-kenari-aero-1-0-a-.html","Perodua","Kenari","2009","-","Automatic",60000,"White","UsedCar",2015-12-08,21800
"2004 Perodua Kelisa 989 EZi Hatchback","/used-cars/2627597/2004-perodua-kelisa-989-ezi-hatchback.html","Perodua","Kelisa","2004","989cc","Automatic",157500,"Silver","UsedCar",2015-12-08,12000
"2004 Perodua Kelisa 989 GX ","/used-cars/2628372/2004-perodua-kelisa-989-gx-.html","Perodua","Kelisa","2004","989cc","Manual",52500,"Silver","UsedCar",2015-12-08,15000
"2007 - Perodua Myvi 1.3 SE (A) Excellent Condition","/used-cars/2231155/2007-perodua-myvi-1-3-se-a-excellent-condition.html","Perodua","Myvi","2007","-","Manual",90000,"Silver","UsedCar",2015-12-08,19800
"2010 Perodua Viva Elite 989 EZi Hatchback","/used-cars/2628087/2010-perodua-viva-elite-989-ezi-hatchback.html","Perodua","Viva","2010","989cc","Automatic",57500,"Black","UsedCar",2015-12-08,23800
"2002 Perodua Kelisa 989 GXi Manual Hatchback","/used-cars/2628039/2002-perodua-kelisa-989-gxi-manual-hatchback.html","Perodua","Kelisa","2002","989cc","Manual",187500,"Green","UsedCar",2015-12-08,11000
"2008 Perodua Myvi M300 1.3 SX Hatchback","/used-cars/2627048/2008-perodua-myvi-m300-1-3-sx-hatchback.html","Perodua","Myvi","2008","1298cc","Manual",162500,"White","UsedCar",2015-12-08,17000
"2006 Perodua Kenari Aerosport L902 989 GX Hatchback","/used-cars/2626852/2006-perodua-kenari-aerosport-l902-989-gx-hatchback.html","Perodua","Kenari","2006","989cc","Manual",102500,"Silver","UsedCar",2015-12-07,18900
"2003 Perodua Kelisa 989 SE Hatchback","/used-cars/2149323/2003-perodua-kelisa-989-se-hatchback.html","Perodua","Kelisa","2003","989cc","Manual",92500,"Blue","UsedCar",2015-03-16,5500
"2007 - Perodua Myvi 1.3 (A)","/used-cars/2627843/2007-perodua-myvi-1-3-a-.html","Perodua","Myvi","2007","-","Automatic",150000,"Silver","UsedCar",2015-12-07,21800
"2007 - Perodua Kelisa 1.0 (A)","/used-cars/2627845/2007-perodua-kelisa-1-0-a-.html","Perodua","Kelisa","2007","-","Automatic",227131,"Others","UsedCar",2015-12-07,16800
"2012 Perodua Myvi M600 1.5 SE Hatchback","/used-cars/2627496/2012-perodua-myvi-m600-1-5-se-hatchback.html","Perodua","Myvi","2012","1495cc","Automatic",37500,"Yellow","UsedCar",2015-12-07,38500
"2014 Perodua Axia 998 Advance Hatchback","/used-cars/2627351/2014-perodua-axia-998-advance-hatchback.html","Perodua","Axia","2014","998cc","Automatic",37500,"Yellow","UsedCar",2015-12-07,44500
"2009 Perodua Myvi M300 1.3 EZi Hatchback","/used-cars/2617799/2009-perodua-myvi-m300-1-3-ezi-hatchback.html","Perodua","Myvi","2009","1298cc","Automatic",82500,"Grey","UsedCar",2015-12-07,27000
"2006 Perodua Kancil 847 850 Hatchback","/used-cars/2365827/2006-perodua-kancil-847-850-hatchback.html","Perodua","Kancil","2006","847cc","Manual",97500,"Gold","UsedCar",2015-07-19,6200
"2012 Perodua Alza 1.5 EZ Wagon","/used-cars/2627071/2012-perodua-alza-1-5-ez-wagon.html","Perodua","Alza","2012","1495cc","Automatic",37500,"White","UsedCar",2015-12-07,41000
"1995 Perodua Kancil L200 659 660 Hatchback","/used-cars/2626949/1995-perodua-kancil-l200-659-660-hatchback.html","Perodua","Kancil","1995","659cc","Manual",117500,"Silver","UsedCar",2015-12-07,3900
"2013 Perodua Myvi M600 1.5 SE Hatchback","/used-cars/2626872/2013-perodua-myvi-m600-1-5-se-hatchback.html","Perodua","Myvi","2013","1495cc","Automatic",17500,"Purple","UsedCar",2015-12-07,39900
"2001 Perodua Kancil L200 847 850 Hatchback","/used-cars/2626862/2001-perodua-kancil-l200-847-850-hatchback.html","Perodua","Kancil","2001","847cc","Automatic",117500,"Blue","UsedCar",2015-12-07,8500
"Perodua Myvi 1.5 SE (Manual) 2012","/used-cars/2626748/perodua-myvi-1-5-se-manual-2012.html","Perodua","Myvi","2012","1495cc","Manual",67500,"Yellow","UsedCar",2015-12-07,36500
"2010 Perodua Myvi 1.3 EZ Hatchback","/used-cars/2407806/2010-perodua-myvi-1-3-ez-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",67500,"Others","UsedCar",2015-11-17,27000
"2007 Perodua Viva 989 EZi Hatchback","/used-cars/2626134/2007-perodua-viva-989-ezi-hatchback.html","Perodua","Viva","2007","989cc","Automatic",122500,"White","UsedCar",2015-12-06,15800
"2010 Perodua Myvi Ezi 1.3 LE Hatchback","/used-cars/2626501/2010-perodua-myvi-ezi-1-3-le-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",112500,"Pink","UsedCar",2015-12-06,24800
"Perodua Myvi 1.3 EZi Hatchback","/used-cars/2316116/perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2011","1298cc","Automatic",72500,"Grey","UsedCar",2015-07-04,29000
"2013 Perodua Myvi 1.3 SE Hatchback Auto","/used-cars/2625804/2013-perodua-myvi-1-3-se-hatchback-auto.html","Perodua","Myvi","2013","1298cc","Automatic",82500,"Black","UsedCar",2015-12-05,35800
"2011 Perodua Myvi M600 1.3 EZi Hatchback + free GPS","/used-cars/2625621/2011-perodua-myvi-m600-1-3-ezi-hatchback-free-gps.html","Perodua","Myvi","2011","1298cc","Automatic",87500,"White","UsedCar",2015-12-05,31000
"2006 Perodua Myvi M300 1.3 EZi Hatchback","/used-cars/2621426/2006-perodua-myvi-m300-1-3-ezi-hatchback.html","Perodua","Myvi","2006","1298cc","Automatic",152500,"White","UsedCar",2015-12-03,16000
"2008 Perodua Myvi 1.3 EZi ","/used-cars/2466168/2008-perodua-myvi-1-3-ezi-.html","Perodua","Myvi","2007","1298cc","Automatic",77500,"Silver","UsedCar",2015-11-20,18600
"2003 Perodua Kelisa 1.0 (A) SE ","/used-cars/2466027/2003-perodua-kelisa-1-0-a-se-.html","Perodua","Kelisa","2003","989cc","Automatic",112500,"Silver","UsedCar",2015-09-05,12800
"2007 Perodua Myvi best prices in town slightly negotiable","/used-cars/2283910/2007-perodua-myvi-best-prices-in-town-slightly-negotiable.html","Perodua","Myvi","2007","-","Automatic",77500,"Black","UsedCar",2015-05-19,17999
"2007 Perodua Myvi","/used-cars/2410315/2007-perodua-myvi.html","Perodua","Myvi","2007","-","Automatic",97500,"White","UsedCar",2015-08-04,18000
"2008 Perodua Myvi Ezi (auto) for sale urgently","/used-cars/2407706/2008-perodua-myvi-ezi-auto-for-sale-urgently.html","Perodua","Myvi","2008","-","Automatic",162500,"Gold","UsedCar",2015-08-03,21500
"2009 Perodua Myvi 1.3 (A) - Lady Owner ","/used-cars/2425865/2009-perodua-myvi-1-3-a-lady-owner-.html","Perodua","Myvi","2009","-","Automatic",162500,"Gold","UsedCar",2015-08-13,21000
"2009 Perodua Myvi","/used-cars/2250435/2009-perodua-myvi.html","Perodua","Myvi","2009","-","Automatic",102500,"Grey","UsedCar",2015-04-29,26500
"2010 Perodua Myvi ez 1.3","/used-cars/2358294/2010-perodua-myvi-ez-1-3.html","Perodua","Myvi","2010","-","Automatic",197500,"White","UsedCar",2015-07-04,27000
"2010 Perodua Myvi","/used-cars/2382798/2010-perodua-myvi.html","Perodua","Myvi","2010","-","Automatic",97500,"White","UsedCar",2015-07-14,25000
"2010 Perodua Myvi","/used-cars/2447472/2010-perodua-myvi.html","Perodua","Myvi","2010","-","Automatic",102500,"Blue","UsedCar",2015-08-25,25000
"2010 Perodua Myvi SE (A)","/used-cars/2097355/2010-perodua-myvi-se-a-.html","Perodua","Myvi","2010","-","Automatic",107500,"Orange","UsedCar",2015-02-23,28000
"2011 Perodua Myvi SE (BLACK)","/used-cars/2103977/2011-perodua-myvi-se-black-.html","Perodua","Myvi","2011","-","Automatic",62500,"Black","UsedCar",2015-03-20,31800
"2010 Perodua Myvi 1.3 (A) EZi","/used-cars/2379647/2010-perodua-myvi-1-3-a-ezi.html","Perodua","Myvi","2010","-","Automatic",82500,"Black","UsedCar",2015-07-13,26500
"2013 Perodua Myvi","/used-cars/2353372/2013-perodua-myvi.html","Perodua","Myvi","2013","-","Automatic",22500,"Black","UsedCar",2015-06-26,37000
"2006 Perodua Myvi 1.3 EZi Hatchback- Good Condition ","/used-cars/2107503/2006-perodua-myvi-1-3-ezi-hatchback-good-condition-.html","Perodua","Myvi","2006","1298cc","Automatic",142500,"Silver","UsedCar",2015-03-02,19000
"2006 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2395489/2006-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2006","1298cc","Automatic",242500,"Silver","UsedCar",2015-07-27,18787
"2006 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2396483/2006-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2006","1298cc","Automatic",132500,"Green","UsedCar",2015-07-27,16200
"2009 Perodua Myvi 1.3 EZi ","/used-cars/2415953/2009-perodua-myvi-1-3-ezi-.html","Perodua","Myvi","2009","1298cc","Automatic",102500,"Black","UsedCar",2015-11-19,23000
"2010 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2180609/2010-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",112500,"Others","UsedCar",2015-03-23,25000
"PERODUA MYVI (AT) 1.3 EZI PREMIUM FULL SPEC. DUAL SRS AIRBAG. ABS BRAKE SYSTEM. LOW MILEAGE. ACCIDENT FREE.","/used-cars/2377602/perodua-myvi-at-1-3-ezi-premium-full-spec-dual-srs-airbag-abs-brake-system-low-mileage-accident-free-.html","Perodua","Myvi","2010","1298cc","Automatic",62500,"Grey","UsedCar",2015-07-10,24500
"2010 Perodua Myvi M300 1.3 EZi Hatchback (2011 registration)","/used-cars/2615130/2010-perodua-myvi-m300-1-3-ezi-hatchback-2011-registration-.html","Perodua","Myvi","2010","1298cc","Automatic",77500,"Black","UsedCar",2015-11-29,28000
"2010 Perodua Myvi 1.3 SE Hatchback","/used-cars/2384113/2010-perodua-myvi-1-3-se-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",102500,"White","UsedCar",2015-07-15,29000
"2011 Perodua Myvi 1.3 EZ - Going Overseas, Must Sell Today","/used-cars/2211276/2011-perodua-myvi-1-3-ez-going-overseas-must-sell-today.html","Perodua","Myvi","2011","1298cc","Automatic",80000,"Black","UsedCar",2015-04-09,27000
"2011 Perodua Myvi 1.3 mint condition ","/used-cars/2286401/2011-perodua-myvi-1-3-mint-condition-.html","Perodua","Myvi","2011","1298cc","Automatic",45000,"Black","UsedCar",2015-05-25,34000
"2011 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2345695/2011-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2011","1298cc","Automatic",27500,"White","UsedCar",2015-06-22,31000
"2012 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2138100/2012-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2012","1298cc","Automatic",47500,"Grey","UsedCar",2015-03-12,34000
"2012 Perodua Myvi 1.3 EZi Hatchback","/used-cars/2330414/2012-perodua-myvi-1-3-ezi-hatchback.html","Perodua","Myvi","2012","1298cc","Automatic",57500,"White","UsedCar",2015-06-15,31000
"2009 Perodua Myvi M300 1.3 SE Hatchback","/used-cars/2622686/2009-perodua-myvi-m300-1-3-se-hatchback.html","Perodua","Myvi","2009","1298cc","Automatic",72500,"Blue","UsedCar",2015-12-03,24300
"2009 Perodua Myvi M300 1.3 SE Hatchback","/used-cars/2622720/2009-perodua-myvi-m300-1-3-se-hatchback.html","Perodua","Myvi","2009","1298cc","Automatic",77500,"White","UsedCar",2015-12-03,24300
"2006 Perodua Myvi 1.3 EZ Hatchback Orange 3 Digit Number Selling Fast and Cheap","/used-cars/2173958/2006-perodua-myvi-1-3-ez-hatchback-orange-3-digit-number-selling-fast-and-cheap.html","Perodua","Myvi","2006","1298cc","Automatic",162500,"Orange","UsedCar",2015-03-20,14999
"2006 - Perodua Kenari 1.0 (M)","/used-cars/2624803/2006-perodua-kenari-1-0-m-.html","Perodua","Kenari","2006","-","Manual",140187,"Grey","UsedCar",2015-12-04,11900
